transaction_id,client_id,commercial_id,date_transaction,region,ville,segment_client,age_client,anciennete_client_annees,canal_acquisition,campagne_marketing,cout_acquisition_eur,categorie_produit,produit,nb_licences,montant_brut_eur,remise_pct,montant_net_eur,nb_contacts_avant_vente,duree_cycle_vente_jours,taux_conversion_pct,score_satisfaction,nps_score,taux_utilisation_pct,nb_tickets_support,uptime_pct,churn,statut_renouvellement
TXN-00775,CLI-9486,COM-145,2023-10-05,Grand Est,Mulhouse,Grand Compte,53,0,Digital,Salon Pro,1161.17,Infrastructure Cloud,Hybrid Connect,378,13447.99,8.4,12318.36,3,9,50.7,10.0,54,53.5,3,98.9,0,Renouvelé
TXN-00776,CLI-5787,COM-100,2021-07-06,Île-de-France,Boulogne-Billancourt,TPE,36,5,Digital,Email Campaign,24.45,Infrastructure Cloud,Cloud Enterprise,7,12599.71,9.1,11453.14,5,1,15.8,6.0,41,75.0,1,98.0,0,Renouvelé
TXN-00777,CLI-9247,COM-140,2023-08-21,Provence-Alpes-Côte d'Azur,Nice,TPE,33,10,Digital,LinkedIn Ads,672.3,Cybersécurité,SOC 24/7,3,2844.3,2.3,2778.88,1,7,29.7,8.1,87,38.3,3,98.8,0,Upsell
TXN-00778,CLI-5397,COM-102,2022-12-14,Hauts-de-France,Amiens,PME,33,1,Partenaire Revendeur,Referral,75.63,Cybersécurité,SecureGuard Pro,13,18809.67,9.6,17003.94,2,1,35.0,8.1,41,88.2,2,98.92,0,Upsell
TXN-00779,CLI-3072,COM-183,2023-04-17,Hauts-de-France,Lille,Particulier,48,1,Partenaire Revendeur,None,0.0,Support & Maintenance,Support Gold,1,1009.28,3.3,975.97,4,1,45.3,9.7,57,89.1,3,97.73,0,Renouvelé
TXN-00780,CLI-7352,COM-178,2022-11-14,Occitanie,Perpignan,PME,42,2,Digital,LinkedIn Ads,697.61,Cybersécurité,SOC 24/7,33,9557.2,4.3,9146.24,1,47,31.8,7.6,-8,73.4,3,98.94,0,Renouvelé
TXN-00781,CLI-5147,COM-152,2022-10-20,Hauts-de-France,Amiens,Startup,41,4,Inbound Marketing,Webinar,43.05,Support & Maintenance,Support Silver,12,778.1,6.7,725.97,1,1,22.4,5.3,57,83.8,2,99.06,0,Renouvelé
TXN-00782,CLI-9898,COM-178,2021-08-03,Nouvelle-Aquitaine,Pau,TPE,47,1,Commercial Terrain,Email Campaign,30.01,Cybersécurité,Endpoint Shield,5,6325.31,8.4,5793.98,4,60,17.0,5.7,65,76.8,3,98.52,0,Renouvelé
TXN-00783,CLI-4334,COM-173,2021-11-26,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,18,2,Inbound Marketing,Email Campaign,45.03,Cybersécurité,SecureGuard Pro,5,5227.12,3.7,5033.72,5,6,33.6,7.9,23,68.1,0,99.33,0,Renouvelé
TXN-00784,CLI-4352,COM-190,2022-11-07,Auvergne-Rhône-Alpes,Lyon,PME,41,3,Partenaire Revendeur,Email Campaign,44.69,Logiciels SaaS,Collaboration Suite,11,2777.09,1.1,2746.54,5,91,14.2,3.9,72,84.8,3,100.0,0,Renouvelé
TXN-00785,CLI-4481,COM-153,2023-04-24,Île-de-France,Boulogne-Billancourt,Grand Compte,40,9,Partenaire Revendeur,Referral,50.16,Logiciels SaaS,HR Manager,303,6263.46,9.3,5680.96,4,42,22.8,4.1,5,53.7,2,100.0,0,Upsell
TXN-00786,CLI-7928,COM-112,2023-10-12,Pays de la Loire,Saint-Nazaire,Particulier,58,0,Digital,Salon Pro,1807.32,Cybersécurité,SOC 24/7,1,3052.22,16.0,2563.86,3,8,36.7,8.7,6,87.5,1,99.01,0,Renouvelé
TXN-00787,CLI-8395,COM-193,2022-08-14,Occitanie,Toulouse,PME,19,15,Digital,LinkedIn Ads,564.69,Infrastructure Cloud,Hybrid Connect,38,13551.08,15.1,11504.87,5,10,22.2,10.0,46,91.4,3,98.59,0,Upsell
TXN-00788,CLI-7242,COM-192,2023-04-01,Auvergne-Rhône-Alpes,Annecy,Particulier,56,1,Digital,Webinar,134.76,Data & BI,ML Platform,1,2564.47,9.2,2328.54,6,9,41.6,6.1,45,73.1,2,98.51,0,Upsell
TXN-00789,CLI-1375,COM-198,2021-03-17,Auvergne-Rhône-Alpes,Grenoble,Particulier,38,3,Partenaire Revendeur,SEO Organique,6.12,Cybersécurité,SOC 24/7,1,2230.53,12.7,1947.25,3,7,13.5,6.9,18,86.6,3,99.55,0,Upsell
TXN-00790,CLI-9347,COM-124,2023-07-21,Normandie,Caen,PME,43,2,Digital,Referral,81.46,Support & Maintenance,Support Gold,38,2330.0,11.6,2059.72,5,8,29.1,7.1,-1,83.4,2,97.71,0,Renouvelé
TXN-00791,CLI-3726,COM-115,2021-06-30,Île-de-France,Paris,PME,58,2,Partenaire Revendeur,Email Campaign,23.34,Support & Maintenance,Support Bronze,48,1406.63,10.1,1264.56,4,27,21.4,7.6,70,74.2,3,100.0,0,Renouvelé
TXN-00792,CLI-9851,COM-142,2022-10-07,Occitanie,Montpellier,Startup,44,3,Digital,Email Campaign,38.61,Logiciels SaaS,ERP Cloud,14,2914.18,13.7,2514.94,1,31,27.2,5.7,-12,74.9,3,98.44,0,Renouvelé
TXN-00793,CLI-7643,COM-120,2022-06-01,Nouvelle-Aquitaine,Bordeaux,Particulier,42,1,Partenaire Revendeur,Referral,50.57,Infrastructure Cloud,Cloud Starter,1,1229.86,3.7,1184.36,3,7,40.6,7.0,48,83.1,3,99.86,0,Renouvelé
TXN-00794,CLI-9171,COM-190,2022-10-25,Occitanie,Montpellier,Particulier,40,0,Digital,None,0.0,Cybersécurité,Endpoint Shield,1,1462.44,7.9,1346.91,1,56,29.4,8.6,9,72.2,2,98.11,0,Upsell
TXN-00795,CLI-2405,COM-142,2021-08-26,Île-de-France,Montreuil,TPE,32,2,Digital,None,0.0,Infrastructure Cloud,Hybrid Connect,7,19193.74,23.7,14644.82,1,43,28.7,6.2,43,63.2,3,100.0,0,Non renouvelé
TXN-00796,CLI-4388,COM-147,2023-04-08,Pays de la Loire,Saint-Nazaire,Startup,37,2,Digital,Google Ads,483.56,Logiciels SaaS,HR Manager,10,3100.19,7.6,2864.58,3,20,11.8,7.2,31,81.3,2,99.57,0,Upsell
TXN-00797,CLI-7245,COM-120,2023-11-20,Pays de la Loire,Nantes,PME,29,0,Commercial Terrain,Google Ads,460.87,Data & BI,ML Platform,13,28240.46,7.8,26037.7,4,4,37.7,9.1,84,64.1,2,99.12,0,Upsell
TXN-00798,CLI-1142,COM-189,2021-01-03,Nouvelle-Aquitaine,Pau,Particulier,37,8,Digital,Google Ads,387.52,Support & Maintenance,Support Silver,1,1071.21,5.5,1012.29,5,15,31.8,7.1,76,77.7,3,99.24,0,Renouvelé
TXN-00799,CLI-6497,COM-131,2023-08-05,Hauts-de-France,Dunkerque,Particulier,18,0,Partenaire Revendeur,Webinar,119.84,Data & BI,Data Warehouse,1,2787.87,15.5,2355.75,5,14,28.1,4.4,29,59.1,1,98.98,0,Renouvelé
TXN-00800,CLI-5148,COM-189,2023-04-27,Pays de la Loire,Saint-Nazaire,PME,43,1,Digital,SEO Organique,5.31,Cybersécurité,SecureGuard Basic,38,11600.78,4.8,11043.94,3,69,16.0,3.1,69,67.0,1,99.45,0,Renouvelé
TXN-00801,CLI-5686,COM-120,2021-04-22,Hauts-de-France,Lille,PME,36,0,Commercial Terrain,SEO Organique,13.65,Infrastructure Cloud,Cloud Business,18,8230.85,9.0,7490.07,2,59,35.2,5.1,-20,23.6,2,97.8,0,Non renouvelé
TXN-00802,CLI-8124,COM-117,2022-01-20,Île-de-France,Paris,PME,33,2,Partenaire Revendeur,None,0.0,Cybersécurité,SOC 24/7,35,3534.97,1.1,3496.09,3,1,35.8,9.3,30,81.0,5,99.44,0,Renouvelé
TXN-00803,CLI-3180,COM-184,2023-11-28,Occitanie,Nîmes,PME,40,1,Digital,Webinar,91.78,Infrastructure Cloud,Cloud Enterprise,36,3050.23,2.8,2964.82,2,1,21.3,6.7,26,61.6,3,99.33,0,Renouvelé
TXN-00804,CLI-1393,COM-170,2023-01-11,Occitanie,Toulouse,Particulier,20,2,Inbound Marketing,Email Campaign,48.43,Infrastructure Cloud,Cloud Starter,1,1992.55,25.1,1492.42,6,44,38.9,7.8,-26,62.3,0,98.3,0,Non renouvelé
TXN-00805,CLI-7069,COM-106,2023-10-18,Auvergne-Rhône-Alpes,Clermont-Ferrand,TPE,61,0,Inbound Marketing,Email Campaign,9.89,Logiciels SaaS,Collaboration Suite,3,1801.77,11.6,1592.76,5,3,11.2,9.5,21,68.8,3,99.1,0,Upsell
TXN-00806,CLI-7869,COM-141,2023-06-25,Hauts-de-France,Lille,Grand Compte,36,0,Digital,Referral,97.31,Support & Maintenance,Support Platinum,355,9706.36,5.6,9162.8,3,6,24.2,5.0,69,55.5,1,99.95,0,Upsell
TXN-00807,CLI-5586,COM-164,2021-04-16,Pays de la Loire,Saint-Nazaire,PME,36,4,Digital,Referral,18.99,Data & BI,Analytics Engine,18,10802.49,3.6,10413.6,1,87,35.4,10.0,40,84.6,1,98.76,0,Upsell
TXN-00808,CLI-1851,COM-170,2022-02-21,Pays de la Loire,Nantes,Particulier,26,3,Commercial Terrain,Referral,66.38,Cybersécurité,SOC 24/7,1,7495.31,9.4,6790.75,3,13,42.5,7.0,50,81.0,3,99.91,0,Non renouvelé
TXN-00809,CLI-2863,COM-124,2022-07-01,Auvergne-Rhône-Alpes,Grenoble,TPE,38,1,Partenaire Revendeur,Referral,79.11,Support & Maintenance,Support Platinum,6,586.08,13.1,509.3,3,54,27.7,8.2,2,72.2,1,99.39,0,Renouvelé
TXN-00810,CLI-4076,COM-158,2021-09-26,Île-de-France,Montreuil,TPE,54,0,Téléphonie,None,0.0,Logiciels SaaS,HR Manager,1,7323.15,1.5,7213.3,5,5,12.3,5.9,8,82.0,2,99.56,0,Renouvelé
TXN-00811,CLI-3385,COM-182,2022-08-13,Normandie,Caen,PME,50,6,Téléphonie,Salon Pro,606.1,Logiciels SaaS,ERP Cloud,45,6301.09,5.5,5954.53,1,34,31.4,5.5,31,63.8,3,98.57,0,Upsell
TXN-00812,CLI-5285,COM-156,2023-06-17,Bretagne,Brest,Particulier,48,0,Partenaire Revendeur,Referral,60.88,Data & BI,DataViz Pro,1,4364.05,4.0,4189.49,2,29,35.2,7.2,45,51.9,2,100.0,0,Non renouvelé
TXN-00813,CLI-7055,COM-181,2023-09-20,Île-de-France,Paris,Particulier,44,8,Digital,SEO Organique,2.97,Support & Maintenance,Support Gold,1,286.89,12.7,250.45,2,39,8.6,6.1,53,54.8,3,99.03,0,Renouvelé
TXN-00814,CLI-2533,COM-138,2021-09-06,Pays de la Loire,Nantes,PME,33,1,Partenaire Revendeur,LinkedIn Ads,469.21,Cybersécurité,Endpoint Shield,15,13146.62,2.6,12804.81,3,10,60.0,7.4,36,97.2,2,98.83,0,Renouvelé
TXN-00815,CLI-4525,COM-130,2021-03-01,Bretagne,Brest,Grand Compte,20,1,Partenaire Revendeur,LinkedIn Ads,445.83,Logiciels SaaS,ERP Cloud,431,25678.2,5.2,24342.93,4,4,43.7,3.4,18,83.4,7,99.88,0,Renouvelé
TXN-00816,CLI-7130,COM-144,2022-05-06,Nouvelle-Aquitaine,La Rochelle,Grand Compte,35,4,Téléphonie,LinkedIn Ads,778.99,Data & BI,Data Warehouse,496,22827.62,3.2,22097.14,1,2,52.1,4.7,19,63.6,3,99.28,0,Renouvelé
TXN-00817,CLI-1817,COM-134,2021-11-21,Occitanie,Toulouse,PME,35,6,Inbound Marketing,Salon Pro,828.79,Logiciels SaaS,CRM Pro,41,3793.27,5.6,3580.85,5,34,21.7,6.3,14,62.2,1,99.06,0,Renouvelé
TXN-00818,CLI-1014,COM-194,2022-09-29,Auvergne-Rhône-Alpes,Annecy,TPE,50,1,Partenaire Revendeur,Email Campaign,13.41,Cybersécurité,Endpoint Shield,8,4010.07,1.1,3965.96,4,32,22.8,5.2,12,62.2,6,100.0,1,Non renouvelé
TXN-00819,CLI-2268,COM-107,2021-01-29,Île-de-France,Paris,Particulier,41,1,Digital,None,0.0,Logiciels SaaS,Collaboration Suite,1,3072.96,8.5,2811.76,7,1,36.4,10.0,9,71.3,3,99.34,0,Upsell
TXN-00820,CLI-2774,COM-189,2023-04-16,Provence-Alpes-Côte d'Azur,Nice,TPE,57,1,Commercial Terrain,Google Ads,377.75,Support & Maintenance,Support Gold,7,1303.1,5.9,1226.22,6,27,20.7,7.5,51,53.6,3,99.59,0,Renouvelé
TXN-00821,CLI-6436,COM-191,2021-07-10,Grand Est,Reims,Particulier,52,7,Commercial Terrain,LinkedIn Ads,125.58,Infrastructure Cloud,Hybrid Connect,1,4612.25,3.7,4441.6,2,4,8.9,7.7,36,46.1,2,99.14,0,Non renouvelé
TXN-00822,CLI-5780,COM-139,2022-04-06,Île-de-France,Paris,TPE,32,3,Digital,None,0.0,Support & Maintenance,Support Platinum,1,941.49,3.9,904.77,6,1,59.1,5.2,50,81.7,1,98.52,0,Renouvelé
TXN-00823,CLI-7414,COM-163,2021-08-21,Provence-Alpes-Côte d'Azur,Nice,Startup,18,0,Inbound Marketing,None,0.0,Logiciels SaaS,HR Manager,10,3570.75,5.0,3392.21,3,21,23.6,5.9,26,50.5,3,99.06,0,Renouvelé
TXN-00824,CLI-2797,COM-151,2023-08-04,Auvergne-Rhône-Alpes,Lyon,Startup,54,0,Digital,SEO Organique,22.93,Infrastructure Cloud,Hybrid Connect,23,7486.39,4.7,7134.53,4,7,22.7,6.3,32,73.0,4,98.33,0,Renouvelé
TXN-00825,CLI-8785,COM-122,2021-08-29,Nouvelle-Aquitaine,Pau,PME,54,0,Téléphonie,None,0.0,Support & Maintenance,Support Platinum,48,2964.72,7.0,2757.19,6,23,22.5,9.3,-20,81.0,2,100.0,0,Upsell
TXN-00826,CLI-6652,COM-143,2021-11-12,Pays de la Loire,Nantes,TPE,21,0,Commercial Terrain,Webinar,22.57,Logiciels SaaS,Collaboration Suite,2,2004.61,6.6,1872.31,3,37,38.1,4.6,57,89.5,4,98.57,0,Non renouvelé
TXN-00827,CLI-9693,COM-195,2023-10-18,Auvergne-Rhône-Alpes,Annecy,TPE,56,0,Digital,LinkedIn Ads,765.92,Cybersécurité,SecureGuard Basic,5,10570.57,1.3,10433.15,4,78,27.7,6.6,46,62.0,5,100.0,0,Non renouvelé
TXN-00828,CLI-1983,COM-186,2022-08-21,Auvergne-Rhône-Alpes,Grenoble,Grand Compte,42,3,Inbound Marketing,Email Campaign,26.7,Infrastructure Cloud,Cloud Enterprise,61,19279.59,2.3,18836.16,5,12,47.9,8.0,38,75.1,3,99.07,0,Renouvelé
TXN-00829,CLI-9861,COM-125,2023-11-09,Hauts-de-France,Lille,TPE,39,0,Partenaire Revendeur,SEO Organique,11.57,Data & BI,Data Warehouse,7,1469.33,2.2,1437.0,3,16,45.4,3.0,62,69.0,3,98.86,0,Renouvelé
TXN-00830,CLI-1799,COM-176,2022-07-14,Auvergne-Rhône-Alpes,Lyon,TPE,57,1,Commercial Terrain,LinkedIn Ads,548.46,Logiciels SaaS,ERP Cloud,9,3950.4,3.4,3816.09,5,5,31.8,4.2,86,37.0,2,99.99,0,Renouvelé
TXN-00831,CLI-4551,COM-146,2023-05-01,Provence-Alpes-Côte d'Azur,Marseille,Particulier,54,2,Digital,Salon Pro,960.49,Infrastructure Cloud,Cloud Enterprise,1,901.88,10.1,810.79,4,38,18.0,4.7,11,70.1,3,100.0,1,Non renouvelé
TXN-00832,CLI-9583,COM-105,2023-09-16,Auvergne-Rhône-Alpes,Annecy,TPE,45,1,Digital,Email Campaign,33.31,Cybersécurité,SecureGuard Basic,9,7786.34,4.8,7412.6,5,51,44.4,6.9,77,52.6,2,99.51,0,Renouvelé
TXN-00833,CLI-9348,COM-198,2023-08-26,Île-de-France,Versailles,Particulier,43,0,Commercial Terrain,Google Ads,216.61,Infrastructure Cloud,Cloud Enterprise,1,3323.5,8.3,3047.65,4,36,32.6,6.4,72,42.2,4,99.62,0,Non renouvelé
TXN-00834,CLI-1585,COM-113,2022-05-15,Île-de-France,Paris,TPE,45,0,Digital,Webinar,95.66,Logiciels SaaS,HR Manager,5,2833.9,6.7,2644.03,7,17,45.5,8.9,22,72.9,2,99.45,1,Non renouvelé
TXN-00835,CLI-5683,COM-111,2023-07-25,Nouvelle-Aquitaine,Limoges,Startup,33,0,Commercial Terrain,SEO Organique,0.19,Data & BI,Data Warehouse,7,12939.01,0.6,12861.38,2,24,42.4,3.2,2,87.1,1,98.9,0,Renouvelé
TXN-00836,CLI-5182,COM-114,2021-10-24,Auvergne-Rhône-Alpes,Annecy,TPE,37,5,Inbound Marketing,LinkedIn Ads,727.17,Infrastructure Cloud,Cloud Business,4,7482.57,2.7,7280.54,6,7,56.6,6.5,43,78.9,2,99.68,0,Renouvelé
TXN-00837,CLI-2116,COM-142,2023-02-25,Pays de la Loire,Angers,Particulier,27,3,Téléphonie,None,0.0,Logiciels SaaS,ERP Cloud,1,863.46,4.9,821.15,4,39,25.8,9.3,68,94.5,6,98.89,0,Upsell
TXN-00838,CLI-2003,COM-199,2022-01-26,Auvergne-Rhône-Alpes,Annecy,TPE,34,0,Inbound Marketing,SEO Organique,3.01,Cybersécurité,SecureGuard Pro,4,7485.18,2.3,7313.02,5,32,18.0,4.4,-2,88.8,4,99.53,0,Renouvelé
TXN-00839,CLI-5617,COM-120,2023-11-07,Occitanie,Nîmes,TPE,33,1,Téléphonie,Google Ads,344.39,Support & Maintenance,Support Bronze,4,1567.3,2.4,1529.68,4,77,21.2,7.0,-2,77.2,2,98.05,0,Non renouvelé
TXN-00840,CLI-2006,COM-141,2021-10-07,Occitanie,Toulouse,TPE,30,0,Commercial Terrain,Referral,26.64,Logiciels SaaS,Collaboration Suite,8,6684.35,8.1,6142.92,4,25,17.8,8.6,52,67.0,1,100.0,0,Upsell
TXN-00841,CLI-5455,COM-140,2021-05-23,Île-de-France,Versailles,TPE,39,2,Partenaire Revendeur,Salon Pro,1586.58,Cybersécurité,SecureGuard Pro,4,2395.04,11.1,2129.19,3,41,10.5,9.7,39,63.5,3,98.68,0,Upsell
TXN-00842,CLI-4964,COM-164,2022-07-20,Hauts-de-France,Roubaix,PME,34,2,Commercial Terrain,LinkedIn Ads,527.24,Data & BI,DataViz Pro,15,15908.13,7.1,14778.65,2,20,40.4,4.9,60,87.9,4,98.42,0,Renouvelé
TXN-00843,CLI-2046,COM-187,2023-04-30,Île-de-France,Versailles,Grand Compte,44,1,Partenaire Revendeur,LinkedIn Ads,416.3,Logiciels SaaS,CRM Pro,117,5223.26,10.8,4659.15,4,54,48.9,7.9,43,80.2,1,99.48,0,Renouvelé
TXN-00844,CLI-6710,COM-155,2022-11-28,Normandie,Rouen,Grand Compte,18,1,Digital,SEO Organique,13.34,Logiciels SaaS,HR Manager,210,5091.95,4.5,4862.81,7,26,19.9,7.3,46,87.7,7,99.27,0,Renouvelé
TXN-00845,CLI-7646,COM-123,2023-11-06,Île-de-France,Versailles,Particulier,36,0,Digital,LinkedIn Ads,375.02,Infrastructure Cloud,Cloud Starter,1,2400.13,10.1,2157.72,1,18,37.6,5.3,39,73.8,4,98.89,0,Renouvelé
TXN-00846,CLI-7307,COM-159,2022-07-02,Auvergne-Rhône-Alpes,Clermont-Ferrand,PME,39,4,Partenaire Revendeur,SEO Organique,13.82,Data & BI,ML Platform,32,13042.25,5.4,12337.97,6,4,11.5,5.0,36,67.1,3,98.74,0,Renouvelé
TXN-00847,CLI-9338,COM-157,2021-01-06,Île-de-France,Paris,PME,34,6,Téléphonie,LinkedIn Ads,442.28,Logiciels SaaS,Collaboration Suite,20,9243.01,16.5,7717.91,2,48,25.8,4.9,54,58.9,1,98.44,0,Renouvelé
TXN-00848,CLI-6569,COM-190,2022-08-03,Normandie,Rouen,Startup,35,8,Inbound Marketing,Salon Pro,399.2,Data & BI,DataViz Pro,11,7586.21,3.1,7351.04,1,49,38.8,10.0,-5,23.7,3,99.68,0,Upsell
TXN-00849,CLI-2242,COM-169,2022-09-04,Nouvelle-Aquitaine,Pau,PME,18,0,Inbound Marketing,Google Ads,486.47,Cybersécurité,SecureGuard Basic,32,8581.28,8.4,7860.45,7,11,36.0,9.3,33,34.0,4,99.31,0,Renouvelé
TXN-00850,CLI-4499,COM-170,2023-09-30,Occitanie,Montpellier,TPE,42,4,Digital,Email Campaign,23.85,Infrastructure Cloud,Cloud Business,7,4393.64,10.8,3919.13,6,17,68.8,7.3,21,53.9,4,99.87,0,Renouvelé
TXN-00851,CLI-6409,COM-168,2021-11-01,Île-de-France,Montreuil,PME,45,3,Commercial Terrain,Webinar,130.92,Infrastructure Cloud,Cloud Enterprise,16,4614.97,3.8,4439.6,2,15,40.6,5.7,20,68.4,3,99.63,0,Renouvelé
TXN-00852,CLI-4128,COM-122,2023-07-04,Grand Est,Reims,Particulier,43,8,Commercial Terrain,Email Campaign,33.95,Support & Maintenance,Support Silver,1,252.73,7.4,234.03,4,12,40.7,8.2,53,69.6,2,99.29,0,Upsell
TXN-00853,CLI-9559,COM-151,2023-09-19,Île-de-France,Boulogne-Billancourt,Particulier,50,0,Téléphonie,SEO Organique,16.23,Logiciels SaaS,ERP Cloud,1,2271.03,10.7,2028.03,4,20,28.9,5.0,59,84.7,2,98.68,0,Renouvelé
TXN-00854,CLI-2688,COM-105,2022-12-08,Pays de la Loire,Le Mans,Particulier,40,4,Partenaire Revendeur,SEO Organique,8.97,Infrastructure Cloud,Hybrid Connect,1,1391.99,7.9,1282.02,2,21,30.8,7.8,58,74.1,1,100.0,0,Renouvelé
TXN-00855,CLI-5496,COM-128,2022-11-12,Île-de-France,Montreuil,TPE,43,0,Digital,SEO Organique,19.82,Cybersécurité,SecureGuard Pro,8,9453.2,3.3,9141.24,2,2,38.7,8.7,59,39.2,3,98.6,0,Upsell
TXN-00856,CLI-9438,COM-110,2023-02-12,Île-de-France,Versailles,Startup,39,2,Téléphonie,Salon Pro,520.75,Logiciels SaaS,Collaboration Suite,22,5020.72,4.9,4774.7,4,9,13.5,6.9,43,98.0,1,99.45,0,Renouvelé
TXN-00857,CLI-4559,COM-156,2023-07-22,Île-de-France,Paris,PME,46,1,Partenaire Revendeur,Email Campaign,35.4,Logiciels SaaS,ERP Cloud,15,1837.39,7.7,1695.91,5,1,25.0,6.1,-7,83.6,6,100.0,0,Renouvelé
TXN-00858,CLI-8820,COM-135,2022-10-22,Nouvelle-Aquitaine,Limoges,Grand Compte,19,4,Digital,LinkedIn Ads,793.29,Logiciels SaaS,Collaboration Suite,287,12784.6,8.6,11685.12,1,38,33.9,6.3,27,73.8,5,99.96,0,Renouvelé
TXN-00859,CLI-6083,COM-168,2022-01-22,Nouvelle-Aquitaine,Bordeaux,Grand Compte,27,5,Partenaire Revendeur,Referral,82.19,Infrastructure Cloud,Cloud Enterprise,55,21179.56,9.5,19167.5,3,38,31.2,8.9,48,33.7,0,99.63,0,Upsell
TXN-00860,CLI-8505,COM-175,2022-05-05,Île-de-France,Montreuil,TPE,57,1,Téléphonie,SEO Organique,4.52,Logiciels SaaS,HR Manager,4,2996.6,17.7,2466.2,3,10,17.7,7.1,39,67.2,3,98.6,0,Renouvelé
TXN-00861,CLI-6238,COM-102,2023-02-24,Grand Est,Reims,TPE,18,2,Inbound Marketing,Email Campaign,22.59,Data & BI,Analytics Engine,3,5717.02,14.5,4888.05,5,26,44.9,10.0,61,34.8,2,100.0,0,Upsell
TXN-00862,CLI-6771,COM-130,2022-04-24,Auvergne-Rhône-Alpes,Lyon,TPE,36,0,Digital,Google Ads,215.89,Support & Maintenance,Support Silver,2,443.75,1.1,438.87,5,16,32.1,3.9,44,32.9,1,99.0,0,Renouvelé
TXN-00863,CLI-9285,COM-102,2023-04-22,Nouvelle-Aquitaine,La Rochelle,Grand Compte,52,1,Digital,Webinar,143.93,Logiciels SaaS,CRM Pro,90,20858.09,4.7,19877.76,6,5,5.1,4.9,37,33.6,3,98.26,0,Non renouvelé
TXN-00864,CLI-1818,COM-132,2021-03-31,Auvergne-Rhône-Alpes,Lyon,TPE,36,1,Commercial Terrain,SEO Organique,11.98,Infrastructure Cloud,Cloud Starter,10,3641.18,8.8,3320.76,6,33,5.0,7.4,11,85.0,1,99.52,0,Renouvelé
TXN-00865,CLI-4229,COM-145,2022-10-14,Auvergne-Rhône-Alpes,Lyon,Startup,33,0,Digital,Email Campaign,22.3,Logiciels SaaS,CRM Pro,10,2052.67,7.3,1902.83,4,44,19.0,8.0,24,40.7,2,99.12,0,Non renouvelé
TXN-00866,CLI-1689,COM-168,2023-08-27,Nouvelle-Aquitaine,Bordeaux,TPE,39,6,Inbound Marketing,None,0.0,Logiciels SaaS,CRM Pro,1,3059.35,1.7,3007.34,6,12,30.7,7.1,65,82.0,1,98.76,0,Upsell
TXN-00867,CLI-1196,COM-164,2023-02-20,Île-de-France,Versailles,Startup,33,0,Digital,None,0.0,Infrastructure Cloud,Hybrid Connect,17,3717.5,4.2,3561.36,3,21,55.9,9.7,25,41.7,4,98.22,0,Upsell
TXN-00868,CLI-2689,COM-100,2023-03-02,Île-de-France,Paris,PME,38,3,Partenaire Revendeur,Google Ads,308.64,Infrastructure Cloud,Hybrid Connect,17,4379.57,12.0,3854.02,6,6,26.6,5.5,59,47.8,5,100.0,0,Non renouvelé
TXN-00869,CLI-7607,COM-190,2021-11-08,Bretagne,Quimper,Particulier,29,6,Commercial Terrain,Email Campaign,9.24,Support & Maintenance,Support Bronze,1,311.33,1.3,307.28,3,1,28.8,7.2,-17,76.9,1,100.0,0,Non renouvelé
TXN-00870,CLI-9459,COM-197,2023-10-12,Normandie,Évreux,TPE,51,7,Commercial Terrain,Webinar,62.08,Infrastructure Cloud,Cloud Business,4,2596.11,1.0,2570.15,5,9,22.1,9.2,10,56.7,2,97.9,0,Renouvelé
TXN-00871,CLI-6206,COM-175,2021-03-17,Auvergne-Rhône-Alpes,Annecy,PME,55,4,Digital,SEO Organique,6.12,Infrastructure Cloud,Cloud Enterprise,37,4477.46,10.8,3993.89,4,51,31.3,10.0,-13,96.1,2,99.98,0,Renouvelé
TXN-00872,CLI-7249,COM-160,2021-09-16,Provence-Alpes-Côte d'Azur,Nice,PME,36,0,Téléphonie,Salon Pro,1310.14,Logiciels SaaS,Collaboration Suite,25,7543.71,1.2,7453.19,6,44,21.4,6.8,-33,65.9,4,99.19,0,Upsell
TXN-00873,CLI-5617,COM-115,2023-10-26,Occitanie,Montpellier,TPE,21,5,Téléphonie,LinkedIn Ads,507.09,Logiciels SaaS,CRM Pro,9,2171.51,14.8,1850.13,3,8,36.5,10.0,-19,73.4,0,98.23,0,Renouvelé
TXN-00874,CLI-8329,COM-169,2022-11-11,Auvergne-Rhône-Alpes,Grenoble,Particulier,31,0,Digital,Google Ads,451.0,Support & Maintenance,Support Silver,1,826.76,7.1,768.06,2,1,34.2,7.4,30,62.5,2,98.95,0,Renouvelé
TXN-00875,CLI-2802,COM-155,2021-07-25,Île-de-France,Boulogne-Billancourt,TPE,35,7,Inbound Marketing,Referral,16.25,Logiciels SaaS,ERP Cloud,6,1392.38,5.3,1318.58,4,52,18.6,10.0,78,66.3,2,99.69,0,Upsell
TXN-00876,CLI-8979,COM-108,2023-06-21,Île-de-France,Montreuil,PME,44,3,Digital,LinkedIn Ads,314.83,Support & Maintenance,Support Bronze,18,553.3,4.1,530.61,4,29,21.3,6.6,-13,59.6,1,98.15,0,Upsell
TXN-00877,CLI-8385,COM-139,2021-07-24,Hauts-de-France,Dunkerque,Particulier,25,4,Commercial Terrain,None,0.0,Logiciels SaaS,Collaboration Suite,1,1271.04,9.4,1151.56,3,2,24.6,6.9,35,81.9,0,99.02,0,Non renouvelé
